Name;BD BENCHMARK 10 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;BD BENCHMARK 30 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;BD BENCHMARK 2 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;REX GENERAL BOND - PRICE INDEX;TR GERMANY GVT ZERO 2Y - ZERO YIELD;BD BENCHMARK 10Y DS GVT. (IBOXX) - CLEAN PRICE INDEX;REX BOND SUB INDEX CURRENT 10 YRS - PRICE INDEX;TR GERMANY GVT BID YLD HIGH 10Y (E) - RED. YIELD;BD BENCHMARK 3 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;BD BENCHMARK 5 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;IBOXX EURO GERMANY COVERED CAPPED 5-7 - Cln Prc Indx Today;IBOXX EURO GERMANY 1-10 - Cln Prc Indx Today;BD TOTAL 3-5 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TOTAL 7-10 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TOTAL ALL LIVES DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER OVER 10Y DS GOVT. INDEX - CLEAN PRICE INDEX;FTSE GLOBAL GOVT. BD ALL MATS.(E) - CLEAN PRICE INDEX;IBOXX EURO GERMANY COVERED CAPPED - Cln Prc Indx Today;IBOXX EURO GERMANY 1-3 - Cln Prc Indx Today;IBOXX EURO GERMANY 3-5 - Cln Prc Indx Today;IBOXX EURO GERMANY 7-10 - Cln Prc Indx Today;IBOXX EURO GERMANY - Cln Prc Indx Today;REX BOND SUB INDEX CURRENT 3 YRS - PRICE INDEX;REX BOND SUB INDEX CURRENT 5 YRS - PRICE INDEX;REX BOND SUB INDEX CURRENT 7 YRS - PRICE INDEX;TR GERMANY GVT BID YLD LOW 10Y (E) - RED. YIELD;TR GERMANY GVT ZERO 1M - ZERO YIELD;TR GERMANY GVT ZERO 1Y - ZERO YIELD;TR GERMANY GVT ZERO 3M - ZERO YIELD;TR GERMANY GVT ZERO 9M - ZERO YIELD;BD BENCHMARK 20 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;BD BENCHMARK 7 YEAR DS GOVT. INDEX - CLEAN PRICE INDEX;BD TOTAL 1-3 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TOTAL 5-7 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TOTAL OVER 10 YRS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER 1-3 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER 3-5 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER 5-7 YEARS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER 7-10 YRS DS GOVT. INDEX - CLEAN PRICE INDEX;BD TRACKER ALL LIVES DS GOVT. INDEX - CLEAN PRICE INDEX;EB.REXX MONEY MARKET INDEX - PRICE INDEX;EXANE ECI GERMANY (CONVERTIBLE) - TOT RETURN IND;EXANE ECI GERMANY (UNDERLYING) - TOT RETURN IND;FTSE GLOBAL GOVT. BD 1-3Y (E) - CLEAN PRICE INDEX;FTSE GLOBAL GOVT. BD 10+Y (E) - CLEAN PRICE INDEX;FTSE GLOBAL GOVT. BD 3-5Y (E) - CLEAN PRICE INDEX;FTSE GLOBAL GOVT. BD 5-7Y (E) - CLEAN PRICE INDEX;FTSE GLOBAL GOVT. BD 7-10Y(E) - CLEAN PRICE INDEX;FTSE PFANDBRIEF BD 1-3Y (E) - CLEAN PRICE INDEX;FTSE PFANDBRIEF BD 3-5Y (E) - CLEAN PRICE INDEX;FTSE PFANDBRIEF BD 5-7Y (E) - CLEAN PRICE INDEX;FTSE PFANDBRIEF BD 7-10Y(E) - CLEAN PRICE INDEX;FTSE PFANDBRIEF BD ALL MATS.(E) - CLEAN PRICE INDEX;IBOXX EURO GERMANY COVERED CAPPED 1-3 - Cln Prc Indx Today;IBOXX EURO GERMANY COVERED CAPPED 3-5 - Cln Prc Indx Today;IBOXX EURO GERMANY COVERED CAPPED 7-10 - Cln Prc Indx Today;IBOXX EURO SOVEREIGNS GERMANY CAPPED 1-5 - Cln Prc Indx Today;IBOXX EURO SOVEREIGNS GERMANY CAPPED 10+ - Cln Prc Indx Today;IBOXX EURO SOVEREIGNS GERMANY CAPPED 5-10 - Cln Prc Indx Today;IBOXX EURO LIQUID GERMANY COVERED DIVERSIFIED - Cln Prc Indx Today;IBOXX EURO GERMANY 1-5 - Cln Prc Indx Today;IBOXX EURO GERMANY 10+ - Cln Prc Indx Today;IBOXX EURO GERMANY 5-10 - Cln Prc Indx Today;IBOXX EURO GERMANY 5-7 - Cln Prc Indx Today
2/16/89;98,182;NA;98,264;102,5938;NA;NA;102,7855;NA;97,661;96,716;NA;NA;97,259;97,994;97,749;99,288;NA;NA;NA;NA;NA;NA;101,3998;102,1758;104,0336;NA;NA;NA;NA;NA;NA;97,592;98,083;97,403;99,288;98,023;97,115;97,403;98,084;97,962;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2/17/89;98,182;NA;98,264;102,6239;NA;NA;102,7815;NA;97,762;96,918;NA;NA;97,321;98,05;97,795;99,288;NA;NA;NA;NA;NA;NA;101,3876;102,244;104,1037;NA;NA;NA;NA;NA;NA;97,692;98,072;97,492;99,288;98,018;97,232;97,492;98,128;98,009;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2/20/89;98,132;NA;98,264;102,602;NA;NA;102,7498;NA;97,711;96,918;NA;NA;97,321;97,989;97,768;99,229;NA;NA;NA;NA;NA;NA;101,3899;102,2478;104,0623;NA;NA;NA;NA;NA;NA;97,692;98,064;97,468;99,229;98,001;97,218;97,468;98,068;97,961;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2/21/89;97,931;NA;98,215;102,4362;NA;NA;102,4222;NA;97,559;96,767;NA;NA;97,214;97,717;97,609;98,963;NA;NA;NA;NA;NA;NA;101,3309;102,1125;103,8298;NA;NA;NA;NA;NA;NA;97,441;98,014;97,324;98,963;97,961;97,064;97,324;97,8;97,739;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2/22/89;97,478;NA;98,066;102,0727;NA;NA;101,8973;NA;97,203;96,363;NA;NA;96,81;97,35;97,27;98,548;NA;NA;NA;NA;NA;NA;101,0473;101,6569;103,4045;NA;NA;NA;NA;NA;NA;97,04;97,841;96,896;98,548;97,771;96,749;96,896;97,401;97,388;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2/23/89;97,126;NA;97,868;101,7674;NA;NA;101,4897;NA;97,101;96,009;NA;NA;96,595;96,985;97,006;98,311;NA;NA;NA;NA;NA;NA;100,8412;101,3439;103,0134;NA;NA;NA;NA;NA;NA;96,739;97,734;96,531;98,311;97,66;96,554;96,531;96,996;97,075;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2/24/89;97,227;NA;97,868;101,7363;NA;NA;101,4949;NA;97,101;96,161;NA;NA;96,581;96,996;97,007;98,341;NA;NA;NA;NA;NA;NA;100,814;101,3082;102,9657;NA;NA;NA;NA;NA;NA;96,739;97,732;96,534;98,341;97,689;96,57;96,534;97,029;97,107;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2/27/89;97,176;NA;97,818;101,6665;NA;NA;101,3595;NA;97,101;96,06;NA;NA;96,547;96,879;96,939;98,252;NA;NA;NA;NA;NA;NA;100,7929;101,2682;102,8645;NA;NA;NA;NA;NA;NA;96,689;97,689;96,489;98,252;97,662;96,501;96,489;96,902;97,01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2/28/89;97,377;NA;97,768;101,7465;NA;NA;101,5983;NA;97,203;96,312;NA;NA;96,586;97,055;97,027;98,281;NA;NA;NA;NA;NA;NA;100,8312;101,3594;102,9464;NA;NA;NA;NA;NA;NA;96,789;97,692;96,592;98,281;97,66;96,588;96,592;97,089;97,157;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3/1/89;97,377;NA;97,868;101,8883;NA;NA;101,6826;NA;97,355;96,463;NA;NA;96,717;97,168;97,145;98,222;NA;NA;NA;NA;NA;NA;100,9135;101,5655;103,1628;NA;NA;NA;NA;NA;NA;97,04;97,742;96,825;98,222;97,732;96,732;96,825;97,202;97,271;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3/2/89;97,229;NA;97,917;101,8523;NA;NA;101,5934;NA;97,305;96,564;NA;NA;96,718;97,046;97,095;98,163;NA;NA;NA;NA;NA;NA;100,9276;101,5602;103,0954;NA;NA;NA;NA;NA;NA;96,99;97,746;96,768;98,163;97,73;96,721;96,768;97,063;97,171;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3/3/89;97,575;NA;98,264;102,2365;NA;NA;102,0614;NA;97,813;96,916;NA;NA;97,154;97,503;97,49;98,341;NA;NA;NA;NA;NA;NA;101,2481;102,0615;103,545;NA;NA;NA;NA;NA;NA;97,391;97,976;97,245;98,341;98,018;97,25;97,245;97,503;97,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3/6/89;97,97;NA;98,314;102,4535;NA;NA;102,2189;NA;98,016;97,318;NA;NA;97,399;97,857;97,748;98,666;NA;NA;NA;NA;NA;NA;101,4472;102,3326;103,8198;NA;NA;NA;NA;NA;NA;97,792;98,093;97,533;98,666;98,16;97,549;97,533;97,867;97,915;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3/7/89;98,02;NA;98,314;102,6693;NA;NA;102,4623;NA;98,118;97,469;NA;NA;97,57;98,013;97,877;99,051;NA;NA;NA;NA;NA;NA;101,6128;102,559;104,0952;NA;NA;NA;NA;NA;NA;97,792;98,157;97,629;99,051;98,17;97,692;97,629;97,967;98,009;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3/8/89;97,921;NA;98,264;102,5087;NA;NA;102,2735;NA;97,965;97,167;NA;NA;97,423;97,763;97,714;98,814;NA;NA;NA;NA;NA;NA;101,5475;102,3699;103,846;NA;NA;NA;NA;NA;NA;97,642;98,131;97,412;98,814;98,131;97,476;97,411;97,725;97,785;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3/9/89;97,723;NA;98,066;102,251;NA;NA;101,8886;NA;97,559;96,865;NA;NA;97,088;97,53;97,454;98,607;NA;NA;NA;NA;NA;NA;101,2942;101,9587;103,5954;NA;NA;NA;NA;NA;NA;97,341;97,912;97,135;98,607;97,96;97,06;97,135;97,509;97,553;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3/10/89;97,822;NA;98,066;102,2462;NA;NA;101,9771;NA;97,609;96,865;NA;NA;97,088;97,615;97,484;98,607;NA;NA;NA;NA;NA;NA;101,239;101,932;103,604;NA;NA;NA;NA;NA;NA;97,341;97,907;97,151;98,607;97,97;97,078;97,151;97,609;97,636;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3/13/89;97,278;NA;97,867;101,918;NA;NA;101,5972;NA;97,253;96,513;NA;NA;96,788;97,144;97,142;98,37;NA;NA;NA;NA;NA;NA;100,9931;101,5727;103,1836;NA;NA;NA;NA;NA;NA;96,99;97,731;96,756;98,37;97,778;96,712;96,755;97,135;97,224;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3/14/89;97,278;NA;98,016;101,9659;NA;NA;101,5409;NA;97,406;96,714;NA;NA;96,852;97,201;97,21;98,666;NA;NA;NA;NA;NA;NA;101,0677;101,6692;103,2407;NA;NA;NA;NA;NA;NA;97,04;97,799;96,849;98,666;97,884;96,842;96,849;97,153;97,285;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3/15/89;97,673;NA;98,264;102,2541;NA;NA;102,0752;NA;97,762;97,167;NA;NA;97,164;97,621;97,533;99,022;NA;NA;NA;NA;NA;NA;101,2991;102,0427;103,5372;NA;NA;NA;NA;NA;NA;97,341;97,993;97,179;99,022;98,145;97,214;97,179;97,567;97,673;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3/16/89;97,624;NA;98,363;102,2297;NA;NA;101,9478;NA;97,762;97,117;NA;NA;97,167;97,553;97,528;99,199;NA;NA;NA;NA;NA;NA;101,3802;102,0282;103,4423;NA;NA;NA;NA;NA;NA;97,29;98,064;97,173;99,199;98,226;97,216;97,173;97,507;97,644;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3/17/89;97,871;NA;98,462;102,4566;NA;NA;102,2718;NA;97,965;97,368;NA;NA;97,384;97,835;97,749;99,525;NA;NA;NA;NA;NA;NA;101,515;102,3117;103,7306;NA;NA;NA;NA;NA;NA;97,541;98,179;97,432;99,525;98,355;97,468;97,432;97,796;97,898;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3/20/89;97,229;NA;98,164;102,0705;NA;NA;101,8773;NA;97,66;96,966;NA;NA;97,068;97,241;97,346;99,14;NA;NA;NA;NA;NA;NA;101,2601;101,9073;103,1962;NA;NA;NA;NA;NA;NA;97,09;97,963;97,017;99,14;98,074;97,14;97,017;97,2;97,373;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3/21/89;97,13;NA;98,016;101,9576;NA;NA;101,7961;NA;97,558;96,664;NA;NA;96,898;97,089;97,184;98,932;NA;NA;NA;NA;NA;NA;101,0777;101,7202;103,1287;NA;NA;NA;NA;NA;NA;97,04;97,802;96,843;98,932;97,87;96,943;96,843;97,031;97,183;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3/22/89;97,328;NA;98,164;102,0746;NA;NA;101,8865;NA;97,66;96,865;NA;NA;96,997;97,25;97,306;98,992;NA;NA;NA;NA;NA;NA;101,1617;101,8098;103,3015;NA;NA;NA;NA;NA;NA;97,24;97,894;96,968;98,992;98,008;97,056;96,967;97,195;97,347;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3/23/89;97,426;NA;98,214;102,1132;NA;NA;101,9767;NA;97,761;97,117;NA;NA;97,05;97,325;97,363;98,992;NA;NA;NA;NA;NA;NA;101,2049;101,8633;103,3208;NA;NA;NA;NA;NA;NA;97,09;97,93;97,027;98,992;98,059;97,131;97,027;97,279;97,438;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3/24/89;97,426;NA;98,214;102,1132;NA;NA;101,9767;NA;97,761;97,117;NA;NA;97,05;97,325;97,363;98,992;NA;NA;NA;NA;NA;NA;101,2049;101,8633;103,3208;NA;NA;NA;NA;NA;NA;97,09;97,93;97,027;98,992;98,059;97,131;97,027;97,279;97,438;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3/27/89;97,426;NA;98,214;102,1132;NA;NA;101,9767;NA;97,761;97,117;NA;NA;97,05;97,325;97,363;98,992;NA;NA;NA;NA;NA;NA;101,2049;101,8633;103,3208;NA;NA;NA;NA;NA;NA;97,09;97,93;97,027;98,992;98,059;97,131;97,027;97,279;97,438;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3/28/89;97,377;NA;98,214;102,0806;NA;NA;101,9037;NA;97,711;97,016;NA;NA;97,028;97,257;97,32;98,962;NA;NA;NA;NA;NA;NA;101,1997;101,8348;103,2821;NA;NA;NA;NA;NA;NA;97,09;97,909;96,965;98,962;98,031;97,087;96,965;97,216;97,382;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3/29/89;97,328;NA;98,214;102,0813;NA;NA;101,8904;NA;97,66;96,966;NA;NA;97,03;97,246;97,314;98,903;NA;NA;NA;NA;NA;NA;101,1897;101,8439;103,2928;NA;NA;NA;NA;NA;NA;97,09;97,904;96,958;98,903;98,025;97,063;96,958;97,207;97,37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3/30/89;97,377;NA;98,263;102,1285;NA;NA;101,8801;NA;97,71;97,066;NA;NA;97,077;97,327;97,379;98,903;NA;NA;NA;NA;NA;NA;101,2333;101,8766;103,3607;NA;NA;NA;NA;NA;NA;97,19;97,965;97,028;98,903;98,102;97,123;97,028;97,283;97,445;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3/31/89;97,229;NA;98,214;102,0917;NA;NA;101,7874;NA;97,66;97,066;NA;NA;97,051;97,224;97,328;98,784;NA;NA;NA;NA;NA;NA;101,2261;101,8596;103,3061;NA;NA;NA;NA;NA;NA;97,09;97,954;96,995;98,784;98,076;97,063;96,995;97,183;97,359;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4/3/89;97,326;NA;98,214;102,156;NA;NA;101,9058;NA;97,761;97,116;NA;NA;97,117;97,34;97,4;98,903;NA;NA;NA;NA;NA;NA;101,2355;101,936;103,404;NA;NA;NA;NA;NA;NA;97,19;97,966;97,061;98,903;98,089;97,165;97,06;97,287;97,455;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4/4/89;97,471;NA;98,214;102,1748;NA;NA;101,8816;NA;97,863;97,116;NA;NA;97,13;97,438;97,442;98,992;NA;NA;NA;NA;NA;NA;101,2375;101,9566;103,447;NA;NA;NA;NA;NA;NA;97,24;97,969;97,072;98,992;98,093;97,187;97,072;97,387;97,538;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4/5/89;97,664;NA;98,264;102,2517;NA;NA;102,0362;NA;97,863;97,217;NA;NA;97,175;97,587;97,529;99,228;NA;NA;NA;NA;NA;NA;101,2792;101,9955;103,5456;NA;NA;NA;NA;NA;NA;97,39;98,005;97,152;99,228;98,133;97,243;97,151;97,544;97,669;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4/6/89;97,713;NA;98,365;102,2754;NA;NA;102,1259;NA;97,914;97,167;NA;NA;97,208;97,648;97,574;99,347;NA;NA;NA;NA;NA;NA;101,3141;102,0111;103,5465;NA;NA;NA;NA;NA;NA;97,39;98,048;97,17;99,347;98,208;97,263;97,17;97,623;97,747;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4/7/89;97,713;NA;98,466;102,3189;NA;NA;102,3109;NA;97,863;97,167;NA;NA;97,207;97,693;97,609;99,436;NA;NA;NA;NA;NA;NA;101,3415;102,0746;103,5666;NA;NA;NA;NA;NA;NA;97,39;98,09;97,231;99,436;98,27;97,261;97,231;97,668;97,792;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4/10/89;97,471;NA;98,415;102,2236;NA;NA;101,9064;NA;97,812;97,066;NA;NA;97,16;97,447;97,488;99,169;NA;NA;NA;NA;NA;NA;101,3618;102,0004;103,4494;NA;NA;NA;NA;NA;NA;97,29;98,065;97,151;99,169;98,22;97,179;97,151;97,417;97,582;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4/11/89;97,471;NA;98,415;102,2178;NA;NA;101,8875;NA;97,812;97,066;NA;NA;97,162;97,423;97,48;99,169;NA;NA;NA;NA;NA;NA;101,3491;102,004;103,4534;NA;NA;NA;NA;NA;NA;97,29;98,065;97,151;99,169;98,22;97,199;97,151;97,38;97,557;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4/12/89;97,471;NA;98,415;102,2106;NA;NA;101,8299;NA;97,812;97,016;NA;NA;97,146;97,411;97,46;99,317;NA;NA;NA;NA;NA;NA;101,3474;101,9713;103,4605;NA;NA;NA;NA;NA;NA;97,19;98,047;97,097;99,317;98,194;97,17;97,097;97,36;97,535;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4/13/89;97,907;NA;98,415;102,5094;NA;NA;102,341;NA;98,117;97,318;NA;NA;97,343;97,834;97,721;99,761;NA;NA;NA;NA;NA;NA;101,4656;102,2709;103,8916;NA;NA;NA;NA;NA;NA;97,591;98,081;97,424;99,761;98,244;97,428;97,424;97,798;97,905;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4/14/89;97,664;NA;98,315;102,2906;NA;NA;102,0631;NA;98,015;97,217;NA;NA;97,24;97,519;97,529;99,613;NA;NA;NA;NA;NA;NA;101,4109;102,0473;103,529;NA;NA;NA;NA;NA;NA;97,24;98,065;97,096;99,613;98,216;97,274;97,095;97,486;97,638;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4/17/89;97,907;NA;98,415;102,4264;NA;NA;102,3329;NA;98,015;97,318;NA;NA;97,328;97,759;97,672;99,761;NA;NA;NA;NA;NA;NA;101,4539;102,1734;103,7215;NA;NA;NA;NA;NA;NA;97,491;98,118;97,236;99,761;98,288;97,365;97,235;97,719;97,838;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4/18/89;97,81;NA;98,466;102,3688;NA;NA;102,1859;NA;97,964;97,267;NA;NA;97,288;97,693;97,637;99,761;NA;NA;NA;NA;NA;NA;101,4734;102,0886;103,6139;NA;NA;NA;NA;NA;NA;97,39;98,138;97,194;99,761;98,308;97,328;97,194;97,67;97,787;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4/19/89;98,052;NA;98,617;102,5104;NA;NA;102,6085;NA;98,117;97,368;NA;NA;97,394;97,98;97,808;100,146;NA;NA;NA;NA;NA;NA;101,5025;102,217;103,7851;NA;NA;NA;NA;NA;NA;97,591;98,211;97,334;100,146;98,425;97,472;97,334;97,961;98,055;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4/20/89;98,197;NA;98,667;102,6462;NA;NA;102,8722;NA;98,269;97,468;NA;NA;97,495;98,211;97,954;100,353;NA;NA;NA;NA;NA;NA;101,5943;102,3404;103,937;NA;NA;NA;NA;NA;NA;97,741;98,263;97,492;100,353;98,488;97,6;97,492;98,202;98,269;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4/21/89;98,003;NA;98,466;102,4598;NA;NA;102,6112;NA;98,168;97,217;NA;NA;97,328;97,984;97,768;100,057;NA;NA;NA;NA;NA;NA;101,4612;102,1639;103,7138;NA;NA;NA;NA;NA;NA;97,49;98,101;97,348;100,057;98,284;97,432;97,348;97,977;98,045;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4/24/89;98,245;NA;98,466;102,5826;NA;NA;102,8582;NA;98,168;97,317;NA;NA;97,374;98,233;97,888;100,383;NA;NA;NA;NA;NA;NA;101,4614;102,2297;103,9255;NA;NA;NA;NA;NA;NA;97,691;98,108;97,442;100,383;98,308;97,485;97,441;98,226;98,247;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4/25/89;98,149;NA;98,466;102,5208;NA;NA;102,6805;NA;98,117;97,166;NA;NA;97,319;98,097;97,811;100,264;NA;NA;NA;NA;NA;NA;101,4534;102,1606;103,8481;NA;NA;NA;NA;NA;NA;97,641;98,098;97,369;100,264;98,297;97,395;97,368;98,098;98,129;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4/26/89;98,052;NA;98,415;102,4686;NA;NA;102,5768;NA;97,913;97,116;NA;NA;97,264;97,974;97,736;100,027;NA;NA;NA;NA;NA;NA;101,4157;102,1328;103,7848;NA;NA;NA;NA;NA;NA;97,54;98,06;97,33;100,027;98,235;97,308;97,33;97,977;98,01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4/27/89;97,906;NA;98,365;102,3678;NA;NA;102,4741;NA;97,761;97,116;NA;NA;97,187;97,756;97,603;99,85;NA;NA;NA;NA;NA;NA;101,3466;102,044;103,6387;NA;NA;NA;NA;NA;NA;97,34;98,017;97,168;99,85;98,159;97,212;97,168;97,76;97,83;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
